music_id,music_duration,music_key,music_acousticness,music_danceability,music_energy,music_instrumentalness,music_liveness,music_loudness,music_mode,music_speechness,music_valence,music_tempo
6V4N3h4HYD1Ask9cUTxjjg,218601,1,0.344,0.806,0.344,0.0,0.106,-12.648,1,0.28,0.398,87.976
76pWGIqdI2d7X4MmoUT4L5,173333,10,0.677,0.332,0.315,0.00216,0.21,-16.102,1,0.043,0.132,179.863
0OauMPVbUhER2Qc7ldBc9J,219082,10,0.163,0.79,0.837,0.0,0.344,-4.976,0,0.0739,0.838,108.977
0OdztoASgKBBNcAgtErk0X,168300,6,0.794,0.462,0.371,0.118,0.124,-11.604,0,0.0988,0.187,99.662
7K6RLbkpqZI4OaoSnLcBiU,269650,1,0.392,0.769,0.407,1.13e-05,0.083,-8.716,1,0.0524,0.471,83.954
08Isz2ETWSBhvIl8UpKYsp,170388,4,0.24,0.768,0.487,0.0,0.175,-8.936,0,0.0431,0.722,137.034
0YxKKO272sacGBJKjf6FnB,182348,0,0.782,0.515,0.475,0.0,0.164,-9.661,1,0.0351,0.674,81.835
7CyPwkp0oE8Ro9Dd5CUDjW,244685,8,0.0545,0.522,0.641,0.0,0.162,-6.287,1,0.0318,0.202,87.51
4ApCig0GTR4IEp7Ijsyo3r,182171,3,0.241,0.532,0.825,0.0,0.31,-3.239,0,0.0798,0.878,75.723
1d5lpW3gUyq537iuyrb9Lf,172408,0,0.681,0.744,0.328,0.0002,0.128,-12.535,1,0.231,0.532,98.923
4fnIORP0QTYTOMPqMKpJtF,195200,9,0.0435,0.749,0.644,0.0,0.12,-6.558,1,0.336,0.446,150.015
3nKQrVVlwbAQSnFbgZWdN0,176000,1,0.29,0.868,0.748,3.93e-06,0.252,-3.492,0,0.0951,0.829,119.965
2oenSXLDbWVaaL7QjSGYj5,160500,0,0.0365,0.85,0.557,2.08e-06,0.131,-4.503,0,0.0431,0.468,96.99
3F3ZuXYFXGM1V6pk3b3zmi,213344,3,0.517,0.883,0.525,0.00046,0.0734,-8.391,0,0.112,0.608,97.005
5E17LNMDov8A01xUxK8Xaf,202474,3,0.751,0.666,0.469,0.0109,0.106,-10.081,0,0.0687,0.499,96.013
52eIcoLUM25zbQupAZYoFh,270698,2,0.00529,0.624,0.74,0.000224,0.5,-8.445,1,0.0481,0.246,172.089
5PUXKVVVQ74C3gl5vKy9Li,194857,6,0.516,0.728,0.494,0.00384,0.0759,-9.628,0,0.0256,0.558,105.007
7o1SDLghDwMc4OW3rKakVt,140153,11,0.211,0.772,0.703,0.00122,0.129,-7.73,0,0.122,0.48,90.036
6ygiy70ujkNOYXM1tQuMNe,214750,1,0.0935,0.756,0.664,0.0,0.104,-6.227,1,0.0851,0.675,96.018
3bQsp4Vr9Rg4fNCx6HPOgX,212750,6,0.869,0.699,0.299,0.0,0.0724,-12.599,1,0.0403,0.459,118.968
53QrRlALFJfZgdcGLKwy5s,139134,5,0.514,0.967,0.362,0.00637,0.124,-11.374,0,0.159,0.633,115.974
3WLJ7D5kh44K5eJ1NqZQ6W,207312,2,0.927,0.476,0.124,0.0,0.0972,-9.463,1,0.0443,0.19,94.299
6qrifdo7QINdPQr80IelGi,133306,6,0.601,0.737,0.458,6.98e-06,0.138,-5.805,1,0.0317,0.456,89.993
7CVw4gVPpH1TPQttQGVmhZ,389577,10,0.619,0.769,0.648,0.0,0.154,-6.658,1,0.135,0.49,100.015
24MMjyA3NLqCsDJfsn51eg,203049,4,0.53,0.637,0.703,4.23e-06,0.11,-5.297,0,0.0789,0.553,81.99
28lvraTNIN8qiTpoIK7m8Z,117973,1,0.299,0.725,0.658,7.38e-05,0.209,-8.906,1,0.268,0.443,147.936
5BBB2PDgDWi6NBECj0wJiA,213368,1,0.887,0.867,0.316,0.0,0.0996,-16.104,0,0.487,0.768,139.95
7F4tV8SiUy6itZTdAzdafO,260346,2,0.879,0.509,0.359,0.0289,0.19,-8.993,1,0.0279,0.329,155.799
5UHnOvi0XFvwY8ege9DNdD,234547,0,0.174,0.605,0.708,0.0,0.112,-5.952,1,0.0294,0.709,124.04
3vkCueOmm7xQDoJ17W1Pm3,137773,9,0.868,0.504,0.308,0.135,0.158,-14.958,1,0.0321,0.121,113.95
4SW9fIXaX6OxJhm9gspkDG,251600,1,0.734,0.5,0.467,0.00031,0.104,-7.514,1,0.026,0.287,143.974
2lMQOAKPam2JVEfNsZtWDe,179841,2,0.802,0.614,0.438,0.0,0.213,-5.737,1,0.0433,0.302,126.0
7CyPwkp0oE8Ro9Dd5CUDjW,244685,8,0.0545,0.522,0.641,0.0,0.162,-6.287,1,0.0318,0.202,87.51
3nWlfhNCcDhAxlsHmcggEG,212138,4,4.5e-05,0.481,0.876,0.0,0.108,-7.461,0,0.0467,0.606,171.973
26cvTWJq2E1QqN4jyH2OTU,231100,5,0.759,0.506,0.438,8.64e-06,0.109,-7.069,1,0.0268,0.178,129.538
4v9JJX3ZzuFFOKrMOYHTVZ,289280,4,0.231,0.46,0.72,5.43e-05,0.228,-4.062,1,0.0322,0.426,134.965
0KpWiHVmIFDTvai20likX4,187263,0,0.286,0.382,0.401,0.0,0.0851,-8.955,1,0.0851,0.145,185.636
6mQLN3zRtAp6ovjusyYKrV,218293,10,0.237,0.67,0.743,0.0,0.465,-4.993,1,0.0393,0.571,125.944
2GUp5FWzjfs422g45y16HQ,220946,7,0.371,0.424,0.583,0.000413,0.0599,-7.282,0,0.0343,0.456,73.856
4AfhlJghKIWkXa8sfFEXVd,173720,6,0.68,0.518,0.679,1.21e-06,0.102,-5.372,0,0.046,0.423,93.118
7wlfGt5NkpPT6nRC6yCr7u,169000,5,0.919,0.598,0.3,0.00186,0.103,-11.778,1,0.072,0.374,119.831
3FwQ3RYYEekzjEeL3jdpUZ,261300,2,0.432,0.522,0.357,3.31e-06,0.094,-8.579,1,0.0299,0.14,120.049
6XsFgTG4dY768oIB4Dmeu0,278219,2,0.805,0.363,0.391,1.34e-06,0.115,-8.429,1,0.0281,0.451,97.377
5MIpcd16T59wFeqAChSYwC,325147,0,0.122,0.566,0.885,3.75e-06,0.049,-4.664,1,0.0355,0.31,135.015
1X80KdFJpedU4as4WGIgYM,191950,11,0.166,0.542,0.526,0.0,0.116,-7.316,0,0.0263,0.394,75.098
2NjbJR8y083mOV59255QSe,209647,0,0.291,0.532,0.428,0.000233,0.0972,-7.255,1,0.0252,0.404,84.824
5JLv62qFIS1DR3zGEcApRt,220947,5,0.0749,0.514,0.683,2.64e-06,0.392,-5.099,1,0.0367,0.575,159.814
0x7PmByJWVXdeipevd6KZS,303933,10,0.843,0.599,0.42,0.000262,0.103,-11.637,1,0.0645,0.506,93.981
3e1rs346dsDDwpqTRGlRZR,223957,10,0.842,0.633,0.491,3.84e-06,0.172,-6.847,1,0.0336,0.234,116.974
1BxfuPKGuaTgP7aM0Bbdwr,178427,9,0.117,0.552,0.702,2.06e-05,0.105,-5.707,1,0.157,0.564,169.994
0nJW01T7XtvILxQgC5J7Wh,213827,0,0.932,0.612,0.28,0.0,0.088,-8.648,1,0.0434,0.387,72.795
4nTjkWK590oBDcnIxTr1mI,256800,7,0.0472,0.581,0.681,0.0,0.104,-4.469,1,0.0435,0.634,176.034
4rcuS31IcZynp91dqvmhmA,310625,4,0.959,0.319,0.322,0.000568,0.0947,-10.475,1,0.0313,0.212,80.492
4Trhv4MBai2ay6vF5ovC7g,278000,0,0.734,0.608,0.301,0.0,0.157,-11.738,1,0.0318,0.219,119.958
6Hii26x3qDErVitnGW8QtO,223974,3,0.876,0.593,0.287,0.000136,0.119,-13.164,1,0.0289,0.191,127.783
0otRX6Z89qKkHkQ9OqJpKt,248373,9,0.039,0.338,0.562,0.0,0.107,-7.181,1,0.029,0.259,149.907
7zcmeZ4Xt54ICq90anFSXq,293480,2,0.0603,0.446,0.686,0.0,0.0819,-3.942,1,0.0267,0.383,143.912
6xeqCawPZngDVqw2W2aGaR,207899,1,0.95,0.559,0.236,0.00673,0.105,-10.619,1,0.0282,0.33,141.977
1mruWrUwAVe2XkksUQiaHK,313671,0,0.523,0.361,0.581,5.42e-06,0.118,-8.502,1,0.0302,0.372,79.59
654ZF6YNWjQS2NhwR3QnX7,222707,7,0.399,0.696,0.414,5.87e-05,0.101,-8.547,1,0.027,0.353,133.912
3nHxZEe1dT7zs73DG6pNll,217200,7,0.863,0.461,0.36,2.51e-05,0.0914,-8.99,1,0.0269,0.131,109.236
7MXVkk9YMctZqd1Srtv4MB,230453,7,0.141,0.679,0.587,6.35e-06,0.137,-7.015,1,0.276,0.486,186.003
5XeFesFbtLpXzIVDNQP22n,183956,0,0.136,0.464,0.417,0.022,0.0974,-9.345,0,0.0256,0.479,67.528
1uy2DsaTtdBO9jBo7KBLWE,235336,7,0.847,0.513,0.361,0.0,0.22,-6.082,1,0.0268,0.204,79.153
2wAiFWjRupWmnDkQcu91MF,277457,11,0.456,0.72,0.786,0.616,0.186,-7.396,1,0.0319,0.488,116.032
32Pdf9eyXDEMoClEJW6yYP,170000,9,0.778,0.464,0.344,1.23e-06,0.132,-8.302,1,0.033,0.751,177.713
53fKDMfQhWMSw7QKVDOTBP,234125,0,0.722,0.516,0.338,1.22e-05,0.105,-8.81,0,0.0294,0.328,118.422
6MPo0FYKvO0AewUJoL9GUu,252613,7,0.383,0.642,0.781,0.000284,0.179,-6.285,1,0.0285,0.6,128.98
6E7DsxwI4eOcMHLYRUDCaw,298000,5,0.0701,0.617,0.706,1.41e-05,0.419,-6.304,1,0.0288,0.51,115.022
6O0WEM0QNEhqpU50BKui7o,243725,2,0.893,0.562,0.433,2.13e-06,0.122,-6.785,1,0.0397,0.192,119.998
3d6BjQ0QOLTzuKoOQbeGgG,285072,4,0.652,0.378,0.517,0.0,0.0898,-5.584,1,0.0639,0.512,199.811
0PtJbtW50jcvvswNPn3QGd,251077,2,0.0264,0.429,0.709,0.0137,0.135,-5.54,1,0.0297,0.26,130.046
1daDRI9ahBonbWD8YcxOIB,196453,5,0.0981,0.672,0.642,0.0,0.1,-4.035,1,0.0313,0.494,121.981
5O2P9iiztwhomNh8xkR9lJ,226600,8,0.859,0.672,0.52,0.0,0.115,-7.747,1,0.0353,0.37,120.001
2sD709AK9zRN6SKUmDhGEa,242000,7,0.609,0.48,0.418,1.6e-05,0.148,-6.168,1,0.0313,0.207,125.513
4GfK1qOF3uBWidbPlTCQRL,214567,6,0.573,0.534,0.462,5.59e-06,0.0974,-9.383,1,0.0326,0.519,88.046
2UgCs0i0rNHUH2jKE5NZHE,268423,4,0.726,0.358,0.32,0.0,0.105,-9.946,1,0.0308,0.384,115.499
0TL0LFcwIBF5eX7arDIKxY,217895,5,0.682,0.527,0.376,0.0,0.142,-9.974,1,0.0298,0.24,151.928
7yDHHVKLbvDmVw1XXhDDIO,250158,10,0.768,0.413,0.406,2.22e-06,0.107,-10.23,0,0.0353,0.281,76.944
3yHyiUDJdz02FZ6jfUbsmY,271169,0,0.735,0.273,0.405,0.0,0.189,-5.81,1,0.0298,0.534,89.48
6bmmHeCvZI92pRiTHxEdTC,233453,1,0.562,0.616,0.669,0.0,0.177,-6.836,1,0.0349,0.475,116.973
3zSSCPpLZ5Oc8nelhhGjKz,263185,1,0.437,0.708,0.356,6.54e-05,0.112,-9.738,1,0.075,0.569,83.679
0M0ANKNzmM4Odd7FNKghzW,171147,8,0.358,0.763,0.587,6.03e-06,0.13,-8.299,0,0.0381,0.794,106.977
3xMHXmedL5Rvfxmiar9Ryv,200374,0,0.393,0.575,0.845,0.0107,0.131,-5.28,1,0.0852,0.439,95.047
1BpvuKIG7jK5EiTp2tv5z8,226933,11,0.301,0.794,0.566,0.000168,0.151,-8.35,0,0.0602,0.68,85.953
5ZLkihi6DVsHwDL3B8ym1t,159222,7,0.284,0.848,0.512,0.00645,0.101,-7.757,1,0.118,0.881,144.926
1hA697u7e1jX2XM8sWA6Uy,261702,9,0.803,0.586,0.562,5.52e-06,0.063,-7.399,1,0.0267,0.436,93.982
5PUXKVVVQ74C3gl5vKy9Li,194857,6,0.516,0.728,0.494,0.00384,0.0759,-9.628,0,0.0256,0.558,105.007
4fnIORP0QTYTOMPqMKpJtF,195200,9,0.0435,0.749,0.644,0.0,0.12,-6.558,1,0.336,0.446,150.015
4ApCig0GTR4IEp7Ijsyo3r,182171,3,0.241,0.532,0.825,0.0,0.31,-3.239,0,0.0798,0.878,75.723
2C6CJGFLbisteRuY6Plb7b,240000,2,0.824,0.786,0.54,4.31e-05,0.123,-5.622,1,0.0264,0.82,108.032
0YxKKO272sacGBJKjf6FnB,182348,0,0.782,0.515,0.475,0.0,0.164,-9.661,1,0.0351,0.674,81.835
1zzejMGRYKP5XOa3FmzXfa,181818,7,0.243,0.765,0.642,0.00104,0.339,-8.48,0,0.115,0.822,148.465
54PRUdMOYzglMGnsg9kIta,277021,5,0.566,0.371,0.664,2.54e-05,0.159,-5.027,1,0.0318,0.672,187.629
4eBvRhTJ2AcxCsbfTUjoRp,183757,4,0.262,0.742,0.627,1.23e-05,0.269,-8.939,0,0.0533,0.356,89.998
4thOONDx78zsY8sHGfU1M2,172067,8,0.109,0.695,0.786,0.0122,0.186,-6.223,0,0.037,0.408,102.022
0645eBDehHcqfiF15hscQV,223390,8,0.44,0.578,0.444,0.0,0.146,-11.447,0,0.0644,0.36,76.032
6c4Po8zyQjB4cR5XgLhcGb,117606,1,0.637,0.796,0.455,3.59e-06,0.156,-7.763,0,0.0997,0.352,99.958
4UMIv5jd9gK98a39BQRD9X,268165,0,0.572,0.577,0.574,0.0,0.1,-6.525,1,0.0278,0.436,94.009
26ku8sJ1rV2gQAEuNs38X6,203520,5,0.813,0.717,0.636,6.13e-05,0.185,-7.585,0,0.0577,0.578,124.836
0Jiaz0O4AqnJICa9PxHhaR,181250,1,0.736,0.567,0.54,3.17e-05,0.164,-5.754,1,0.0406,0.331,92.027
0YQJoDL6f46J0n1rOVkpxJ,155161,8,0.191,0.735,0.564,0.0,0.0791,-7.786,1,0.204,0.902,92.986
26elzgFl8tvajnDfeoY1YF,164106,1,0.252,0.637,0.721,0.0,0.0586,-5.625,1,0.0465,0.308,99.995
0UZLaEOSIc5kg0cc7eszqC,191647,11,0.674,0.524,0.515,0.0,0.104,-7.478,0,0.0427,0.368,169.882
00ake6KfnzbZ2MaRLGqsyX,277500,7,0.586,0.271,0.726,0.0,0.353,-6.504,1,0.0527,0.532,87.425
2FCXQHugkoHE1K3tiDu8pu,341055,3,0.557,0.562,0.519,0.000268,0.172,-8.744,1,0.0326,0.415,122.925
2pIoyDWZV5OSW0xd6n41xV,222998,9,0.465,0.655,0.803,4.29e-05,0.0499,-7.472,1,0.179,0.651,90.973
73K33p4Vyz9koXGqmL5eFs,160194,10,0.232,0.739,0.716,0.0,0.33,-4.964,1,0.037,0.871,113.943
7Ky9U9iHjGBiRax3joCRDS,266075,4,0.531,0.556,0.552,0.0,0.121,-5.875,1,0.0373,0.531,100.051
1y1rQTkWmrZdJmjwuK07GC,234722,2,0.452,0.385,0.464,0.0,0.109,-6.975,1,0.0404,0.15,137.839
6IR6mzRO60hnMjNoq8rCPE,153083,2,0.124,0.814,0.819,0.000245,0.0496,-3.585,1,0.0454,0.661,96.979
4QyX8CBSjcoq4iMZuvifyF,213611,2,0.235,0.821,0.823,0.0,0.207,-5.455,1,0.1,0.479,107.953
72vuBPMhwFNlSYpTSf6fVD,153016,6,0.0348,0.726,0.804,5.59e-06,0.361,-4.775,0,0.078,0.644,90.983
4wIWWEhbdgKAxhR68eE0Ye,280161,7,0.606,0.659,0.774,0.000333,0.185,-7.014,1,0.0372,0.883,82.995
1AmwIgy0WYLJJ5e24aCFTm,246989,2,0.81,0.468,0.658,0.0333,0.12,-7.6,1,0.0668,0.534,87.607
4VsP4Dm8gsibRxB5I2hEkw,173638,11,0.909,0.577,0.379,0.000586,0.0986,-13.235,1,0.0374,0.26,139.585
7CVw4gVPpH1TPQttQGVmhZ,389577,10,0.619,0.769,0.648,0.0,0.154,-6.658,1,0.135,0.49,100.015
3bQsp4Vr9Rg4fNCx6HPOgX,212750,6,0.869,0.699,0.299,0.0,0.0724,-12.599,1,0.0403,0.459,118.968
1418IuVKQPTYqt7QNJ9RXN,194654,6,0.354,0.698,0.505,0.0,0.0995,-8.242,0,0.0356,0.396,95.868
2ZD4aIEepqZsdxPxLSuUhm,265108,9,0.111,0.679,0.748,0.0,0.183,-5.487,0,0.054,0.406,118.945
1fGXJZny7HUQnLKwttxmYw,113265,1,0.93,0.407,0.186,0.0,0.0879,-9.031,1,0.0371,0.511,99.772
3F3ZuXYFXGM1V6pk3b3zmi,213344,3,0.517,0.883,0.525,0.00046,0.0734,-8.391,0,0.112,0.608,97.005
0hY9eA74QrMCJuWEx7fo9y,216558,0,0.625,0.748,0.958,0.248,0.0685,-5.737,0,0.129,0.864,165.043
0rMeOAvbQZ2RTG4B6L1M4p,224240,8,0.721,0.656,0.551,1.26e-06,0.0947,-6.43,1,0.0299,0.329,114.106
4u0D2jZ20wQaEMHBSqsDnZ,226029,9,0.359,0.691,0.709,0.0,0.149,-6.136,1,0.0301,0.395,102.012
3WLJ7D5kh44K5eJ1NqZQ6W,207312,2,0.927,0.476,0.124,0.0,0.0972,-9.463,1,0.0443,0.19,94.299
6H7fLdt0AeWpuxUKXuXWrx,586076,4,0.545,0.589,0.885,0.0,0.132,-3.4,1,0.035,0.831,91.01
0oQCRjrWGvkqkdf82UlXI3,127385,10,0.239,0.837,0.636,0.0,0.0683,-4.206,0,0.0521,0.857,129.891
6eJUG282cUKuIoa72sEsqO,167787,11,0.0611,0.807,0.789,0.0,0.722,-5.237,0,0.0769,0.808,129.992
2InS5VWKJQbsFBKOsf1cJB,641941,10,0.123,0.782,0.631,0.0,0.0808,-8.473,0,0.592,0.866,113.427
6GmyQws2xpUFIN5dXBNTrl,133611,4,0.0916,0.821,0.687,3.14e-06,0.0858,-3.515,0,0.0551,0.869,129.906
4sAoshwHCmh4IHMQxZHwRD,116308,7,0.271,0.637,0.703,0.0,0.312,3.233,1,0.201,0.721,84.295
6fcQIY5VSFNrK4YzDoljPQ,127220,9,0.352,0.827,0.894,8.36e-06,0.366,-3.386,1,0.0727,0.96,134.012
2IDf0IZ9dfw0uDYV2n1bJc,199827,8,0.195,0.572,0.573,0.0,0.0897,-6.028,1,0.0596,0.468,141.935
2sYFUcurlISdHlAsnYCEgD,265451,9,0.242,0.629,0.805,0.0,0.556,-4.158,1,0.0452,0.589,124.041
697gwO5YoSGVAnlfREIZll,232258,1,0.392,0.795,0.603,0.0,0.118,-6.703,1,0.0775,0.753,124.109
42JNab8NPeCADJ9D3Cl5wS,133547,4,0.172,0.646,0.871,0.0,0.765,-6.195,1,0.219,0.624,79.994
4QCwvUs4ob87Tq9VP07Uo3,181500,0,0.496,0.682,0.668,0.0,0.171,-6.586,0,0.104,0.644,120.088
1snE820RBNNYwpqZO8ItYf,124312,10,0.296,0.875,0.605,0.000128,0.152,-5.521,0,0.21,0.812,135.104
35D06z7kmwMmYYbyJ0BkSm,202644,7,0.21,0.571,0.95,0.0,0.958,-2.893,0,0.09,0.543,159.881
1xjy8WRyYUkayJcyyWQpYe,166189,5,0.691,0.701,0.664,0.0,0.324,-4.42,1,0.0284,0.437,104.073
6nvbXA95vgyThzj2Tbhank,131611,6,0.409,0.638,0.566,7.27e-06,0.0852,-1.788,1,0.192,0.707,86.885
7vCtJ5u7dFM4tAWtgFf4l8,172549,2,0.418,0.53,0.855,0.0,0.48,-3.972,0,0.0807,0.38,159.966
6XvFnICxXsVc8OK4eh1E9b,158123,0,0.69,0.679,0.913,0.0,0.639,-3.833,1,0.234,0.791,135.929
1ZtgnRr4uKMOoCzP4vnQDl,164241,1,0.542,0.801,0.639,0.0,0.688,-4.3,1,0.0537,0.952,123.047
0wuj2T6IZtotux1Jjluo7m,171101,2,0.467,0.841,0.83,0.0,0.334,-2.502,0,0.122,0.798,122.109
2twZl1jsRbJRTNCE6VB6eW,141176,0,0.15,0.644,0.6,0.0,0.131,-4.805,0,0.415,0.518,136.189
00ZKeP47bZtswtANkvxz2j,221538,7,0.889,0.734,0.228,0.00642,0.102,-4.731,0,0.53,0.522,162.524
26l5FAEVr9cfaILS0szvvt,162194,11,0.166,0.824,0.819,0.001,0.425,-4.263,0,0.118,0.719,94.02
4f0aDk7HX37SfzerfznYlr,159323,4,0.708,0.691,0.752,6.07e-06,0.912,-6.796,0,0.157,0.684,167.073
1CtcgU1q0BgJN4Aottdscu,125108,9,0.47,0.919,0.953,2.38e-06,0.113,-2.62,0,0.0443,0.874,133.515
3ZNjlT5zR0jkEVzSSZCQeJ,615810,11,0.607,0.601,0.51,0.0,0.156,-4.471,0,0.143,0.923,88.242
4ssTFuVeNJG8py5dr2P2pV,141216,2,0.266,0.5,0.857,0.0,0.732,-3.582,1,0.0974,0.816,158.074
2cZ62VBKsdZ7u1kKKJdFOc,187153,9,0.07,0.553,0.444,0.00301,0.0762,-7.667,1,0.123,0.344,127.414
7G2yGMHlcPPTCDhMrAaMyZ,177327,5,0.179,0.606,0.741,0.0,0.722,-3.973,1,0.0285,0.239,114.019
3wShSQczmwl6BwPqzRy1J9,124512,4,0.242,0.706,0.866,0.0,0.381,-3.337,1,0.075,0.91,166.985
5WV6br0BPUzhJwyBty80s0,129692,3,0.25,0.729,0.855,0.0,0.143,-4.405,0,0.0521,0.943,129.964
3jTyFoGeD3DTu9cnnctMWN,163014,6,0.0906,0.728,0.527,0.0,0.0861,-6.347,0,0.091,0.333,129.978
4YKujFSyakVjLdH1sDllVc,173370,4,0.33,0.664,0.839,0.0,0.94,-3.379,0,0.0393,0.48,109.984
64CovjRwInpOJW4PiGMprY,138462,7,0.504,0.92,0.413,0.0514,0.133,-7.901,0,0.0752,0.679,130.078
0fABszUFNbNq9IW503Gj8v,92093,11,0.497,0.863,0.96,0.00526,0.0853,-1.458,1,0.0492,0.586,130.118
7dKqPh21HpsysZvRWyNeM1,209520,1,0.521,0.422,0.609,1.01e-05,0.112,-6.518,1,0.0375,0.31,113.067
3iam4WkRoqMoBBCwDFZNgd,178251,10,0.39,0.359,0.76,0.0,0.247,-4.632,1,0.0513,0.496,154.136
6zdL0aLZs6g61SPGrlMvrM,157216,6,0.269,0.615,0.582,6.55e-05,0.0791,-0.93,1,0.364,0.892,84.917
23IebZSNZ8VzwUr4rJNGRG,175468,9,0.123,0.48,0.955,0.0,0.393,-4.771,1,0.178,0.337,164.126
3PGg3V56krasXrPKNvVLQU,136800,7,0.82,0.436,0.542,0.0,0.909,-7.937,0,0.0824,0.571,66.969
0QcKkN8b4iVkmVsbaze8OS,173968,1,0.112,0.477,0.922,0.0,0.371,-3.394,1,0.0606,0.521,101.571
0HlioiDYWAqP6p73XFUOP7,166491,1,0.436,0.529,0.869,0.0,0.709,-3.46,0,0.0907,0.393,147.91
4Z2i41GDQyu3KRpBavEnyR,194582,6,0.636,0.655,0.669,0.0,0.245,-4.047,1,0.0275,0.436,139.975
3PqU6gHWUaBTtIZi5oxEJ7,171712,8,0.322,0.521,0.825,0.0,0.689,-6.025,0,0.126,0.692,144.667
6vq7r1Pqd3pyI07u63cPZV,178812,6,0.176,0.588,0.893,0.0,0.803,-2.743,1,0.0866,0.626,153.778
6cRyy0XvzIdbSNzjYAOoFf,150000,8,0.409,0.849,0.521,0.0,0.322,-7.287,0,0.474,0.364,80.001
0KqVaOxvmYJMz10w3SbiaV,163671,9,0.307,0.577,0.897,0.0,0.575,-4.269,0,0.161,0.738,167.798
3h5TiWTqGxjSjFrbruPFH9,263040,6,0.128,0.66,0.727,1.31e-05,0.524,-4.028,0,0.0441,0.418,125.023
7MLX5VV97CcXIpH2QUIy13,214091,8,0.372,0.796,0.901,0.0,0.0948,-4.073,1,0.154,0.947,175.939
3vCH7bgO37Cx4dOIUlX9sv,167028,7,0.812,0.607,0.814,0.0,0.351,-7.318,1,0.106,0.681,176.032
5DcysyjaPrLzXgDauvzvn6,156377,8,0.407,0.75,0.796,0.0,0.108,-2.942,0,0.0605,0.87,123.011
